nmajor,major1,major2,BBRJ,Business Direct Admit,Combined Bacc and Masters,Dean's List,First Generation College Stdnt,FSB Scholars,Honors Program,President's List,Study Abroad Courtesy Account,Transfer Work (Pre-Banner),Cum Laude,Magna Cum Laude,Summa Cum Laude,University Honors,UniversityHonors w/Distinction,minor1,minor2,IPEDS.Race.Ethnicity,Gender,GPA.Range,Term.Code,year.x,latin_honors,survey_city,survey_company,survey_deptfunc,survey_gradprogram,survey_gradschool,survey_internfour,survey_internone,survey_internships,survey_internthree,survey_interntwo,survey_offers,survey_plans,survey_pref_field,survey_pref_loc,survey_salary,survey_state
2,Finance,Business Analytics,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,No Minor,No Minor,White,Male,3.50 - 4.00,202020,2020,Magna Cum Laude,Chicago,Capgemini Invent,Analytics Finance,,,,Ameren,2,,LBrands,3,accepted fulltime job,Yes,Yes,75000,IL
1,Finance,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Language,No Minor,Hispanic/Latino,Male,2.50 - 2.99,202020,2020,0,,,,,,,,,,,,,,,,
1,Marketing,none,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Interactive Media Studies,Interactive Media Studies,Asian,Male,3.00 - 3.49,202020,2020,0,,,,,,,Atlantic Records,2,,Social Movement Media,2,seeking employment,,,,
2,Accountancy,Finance,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,No Minor,No Minor,White,Male,3.50 - 4.00,202120,2021,Cum Laude,Chicago,EY,,,,PWC,,1,2,,1,accepted fulltime job,Yes,Yes,65000,Illinois
1,Finance,none,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,Economics,Economics,Asian,Female,3.50 - 4.00,202110,2021,Cum Laude,,,,,,,,,,,,,,,,
1,Marketing,none,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,Non-Resident Alien,Male,2.00 - 2.49,202020,2020,0,,,,,,,Chinese Fund Investment Management Limited,1,,,0,seeking employment,,,,
1,Marketing,none,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,No Minor,No Minor,White,Female,3.50 - 4.00,202020,2020,Summa Cum Laude,Columbus,Abercrombie & Fitch,Analytics Marketing / Sales,,,,Indiana Parks and Recreation Association,3,Abercrombie & Fitch,Kroger Technology,1,accepted fulltime job,Yes,Yes,60000,OH
1,Business Analytics,none,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,No Minor,No Minor,White,Male,3.50 - 4.00,202110,2021,Cum Laude,,,,,,,,,,,,,,,,
1,Marketing,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Female,3.00 - 3.49,202110,2021,0,Pittsburgh,Cintas,,,,,,,,,,accepted fulltime job,,,,PA
2,Accountancy,Finance,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,No Minor,No Minor,White,Male,3.50 - 4.00,202120,2021,Summa Cum Laude,Chicago,Stephens Inc.,Finance,,,,Park National Bank,2,,Burke and Schindler,1,accepted fulltime job,Yes,Yes,,IL
1,Marketing,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Female,3.00 - 3.49,202120,2021,0,,,,,,,,1,,,,accepted fulltime job,,,,
1,Information Systems,none,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Accountancy,Information Security,White,Female,3.50 - 4.00,202020,2020,Cum Laude,Columbus,EY,IT Assurance / IT Audit,,,,Ernst & Young,1,,,1,accepted fulltime job,Yes,Yes,56000,OH
1,Marketing,none,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,3.00 - 3.49,201920,2019,0,Chicago,CDM Media,,,,,,3,,,,accepted fulltime job,,,,IL
2,Entrepreneurship,Marketing,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,No Minor,No Minor,White,Female,3.50 - 4.00,202020,2020,Magna Cum Laude,,,,,,,Cloverleaf,1,,,0,seeking employment,,,,
1,Finance,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Engineering/Science,Engineering/Science,White,Female,3.00 - 3.49,202010,2020,0,,,,,,,,,,,,,,,,
1,Marketing,none,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,No Minor,No Minor,Non-Resident Alien,Male,2.00 - 2.49,202020,2020,0,,,,,,,Konsyg,3,Asia Plus Securities,CIMB Thai Bank,,,,,,
1,Supply Chain & Operations Mgmt,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,3.00 - 3.49,201920,2019,0,East Lansing,Suburban Sports Group,,,,,,,,,,accepted fulltime job,,,,MI
1,Marketing,none,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,Mangement and Leadership,Mangement and Leadership,White,Female,3.50 - 4.00,201920,2019,Cum Laude,Louisville,Insight Global,"Human Resources

 Marketing / Sales",,,,Louisville Bats Baseball,2,,Brown-Forman Corporation,1,accepted fulltime job,No,Yes,31000,Ohio
1,Accountancy,none,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,No Minor,No Minor,White,Male,3.50 - 4.00,202120,2021,Cum Laude,Madison,Epic Systems,Accounting IT Assurance / IT Audit,,,,BizBaz.co,1,,,1,accepted fulltime job,Yes,Yes,55000,WI
1,Management and Leadership,none,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Female,3.00 - 3.49,201920,2019,0,,,Human Resources,Human Resources,Ohio State,,Von Maur,1,,,1,seeking continuing education,,,,
1,Finance,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,Hispanic/Latino,Male,3.00 - 3.49,202120,2021,0,,,,,,,,1,,,,,,,,
1,Finance,none,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Language,Language,White,Female,3.50 - 4.00,202020,2020,Cum Laude,,,,,,,Aon PLC,2,,The Mather Group,0,seeking employment,,,,
1,Marketing,none,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Arts Related,No Minor,Hispanic/Latino,Female,3.50 - 4.00,202120,2021,Cum Laude,Milwaukee,Kohl's,Analytics Marketing / Sales,,,,Kohls Co.,1,,,1,accepted fulltime job,Yes,No,53000,WI
1,Marketing,none,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,No Minor,No Minor,Multi Racial,Female,3.00 - 3.49,201920,2019,0,New York,American Eagle,Marketing/Sales,,,,Luxottica,3,,Sunglass Hat,1,accepted fulltime job,Yes,Yes,55000,NY
1,Finance,none,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Economics,Economics,White,Male,3.50 - 4.00,202020,2020,Cum Laude,Chicago,Goldman Sachs,,,,,Goldman Sachs,2,,Goldman Sachs,,accepted fulltime job,,,,IL
1,Marketing,none,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,No Minor,No Minor,Asian,Female,3.50 - 4.00,202120,2021,Summa Cum Laude,,,,,,,"Marketing Intern, KCD Cosmetics",3,"Intern, Tapestry","Marketing Intern, New Village Girls Academy",0,seeking employment,,,,
1,Supply Chain & Operations Mgmt,none,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,No Minor,No Minor,White,Male,3.50 - 4.00,202120,2021,Cum Laude,Chicago,BrightEdge,Marketing / Sales,,,,DHL,1,,,2,accepted fulltime job,Yes,Yes,55250,IL
1,Management and Leadership,none,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,No Minor,No Minor,Hispanic/Latino,Female,3.50 - 4.00,201920,2019,Cum Laude,Boston,Wayfair,,,,,Suffolk Construction,2,,The Sharing Foundation,0,accepted fulltime job,,,,MA
1,Finance,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marketing,No Minor,White,Male,3.00 - 3.49,201910,2019,0,,,,,,,,,,,,,,,,
1,Finance,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,3.00 - 3.49,202020,2020,0,Wichita,Textron,Finance,,,,Lifetime Financial Development,2,,United States Marine Corps,1,accepted fulltime job,Yes,Yes,65000,KS
1,Information Systems,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Business Analytics,No Minor,White,Female,3.00 - 3.49,202120,2021,0,Remote,Johnson & Johnson,,,,,,2,,,2,accepted fulltime job,Yes,,,Remote
2,Finance,Information Systems,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,No Minor,No Minor,White,Male,3.50 - 4.00,202020,2020,Magna Cum Laude,,,,,,,Skoda Minotti,3,Cleveland Kraut,Aleris,,,,,,
1,Supply Chain & Operations Mgmt,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,Hispanic/Latino,Male,2.50 - 2.99,202020,2020,0,Knoxville,Pilot Flying J,Logistics / Supply Chain,,,,Mondo Lengo,2,,Cleveland Browns,2,accepted fulltime job,Yes,Yes,58000,TN
2,Accountancy,Finance,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,No Minor,No Minor,White,Male,3.50 - 4.00,202120,2021,Summa Cum Laude,Chicago,EY,Accounting,,,,Amazon,1,,,3,accepted fulltime job,Yes,Yes,62000,IL
1,Marketing,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,3.00 - 3.49,202020,2020,0,Chicago,SVN,Marketing / Sales,,,,Brennan Investment Group,1,,,1,accepted fulltime job,Yes,Yes,,IL
1,Marketing,none,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Entrepreneurship,No Minor,White,Male,3.00 - 3.49,201910,2019,0,,,,,,,,,,,,,,,,
1,Marketing,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Media Related,Mangement and Leadership,White,Male,3.00 - 3.49,202115,2021,0,,,,,,,,1,,,,,,,,
2,Accountancy,Business Analytics,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,No Minor,No Minor,White,Female,3.50 - 4.00,201920,2019,Summa Cum Laude,Redwood Shores,Ernst & Young,Accounting,,,,Cubic Transportation Systems,3,Ernst & Young,Mitchell International,1,accepted fulltime job,Yes,Yes,63000,California
1,Finance,none,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,Engineering/Science,Engineering/Science,White,Male,3.50 - 4.00,202120,2021,Magna Cum Laude,,,,,,,,1,,,,military service,,,,
1,Marketing,none,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Female,3.00 - 3.49,202120,2021,0,Columbus,GoHealth,,,,,Ritz Safety,1,,,1,accepted fulltime job,Yes,Yes,70000,OH
1,Marketing,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Humanities,Supply Chain Management,White,Male,3.00 - 3.49,202110,2021,0,Chagrin Falls,The Technology House,,,,,,1,,,,accepted fulltime job,,,,OH
1,Finance,none,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,No Minor,No Minor,Hispanic/Latino,Male,3.00 - 3.49,202120,2021,0,,,,,,,,1,,,,,,,,
1,Marketing,none,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,Business Analytics,Business Analytics,Multi Racial,Male,3.50 - 4.00,202120,2021,Cum Laude,Madison,Epic,,,,SafetyNetwork.me,,2,2,,1,accepted fulltime job,No,Yes,63000,WI
1,Finance,none,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,No Minor,No Minor,White,Male,3.50 - 4.00,201920,2019,Cum Laude,Milwaukee,Robert W. Baird,Finance,,,Round Hill Wealth Management,MarketAxess,4,Old Republic Professional Liability,Robert W. Baird,2,accepted fulltime job,Yes,No,60000,Wisconsin / USA
1,Accountancy,none,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Business Analytics,No Minor,White,Female,3.50 - 4.00,202020,2020,Summa Cum Laude,Chicago,Deloitte,Accounting,,,,Deloitte,2,,PolicyStat,2,accepted fulltime job,Yes,Yes,60000,IL
1,Finance,none,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Female,3.00 - 3.49,201920,2019,0,Columbus,Cardinal Health,Finance,,,,Cardinal Health,1,,,2,accepted fulltime job,Yes,Yes,58000,OH
1,Supply Chain & Operations Mgmt,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,Hispanic/Latino,Male,3.00 - 3.49,202120,2021,0,Canton,Medline Industries,General Management Logistics / Supply Chain Operations / Procurement,,,,Kentwood Packaging Corporation,1,,,4,accepted fulltime job,Yes,No,60000,OH
1,Accountancy,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,3.00 - 3.49,202120,2021,0,Denver,Fastly,Advertising / Public Relations Consulting Marketing / Sales,,,,"Cafaro, Co",3,Barrette Outdoor Living,Lappin Management Group,3,accepted fulltime job,Yes,Yes,45000,CO
1,Finance,none,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,Language,Language,White,Female,3.50 - 4.00,201920,2019,Magna Cum Laude,Cincinnati,Worldpay,"Accounting

 Finance",,,,Barnes Dennig,2,,KeyBank,1,accepted fulltime job,Yes,Yes,55000,OH
1,Accountancy,none,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,Business Analytics,Business Analytics,White,Male,3.50 - 4.00,202120,2021,Magna Cum Laude,Cincinnati,Grant Thornton,Accounting,,,,Grant Thornton,1,,,1,accepted fulltime job,Yes,Yes,55000,OH
1,Finance,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,2.50 - 2.99,202020,2020,0,Chicago,Brookfield Properties,,,,,Morgan Stanley,2,,Scooter Bay Sales Co.,,accepted fulltime job,,,,IL
1,Finance,none,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,Arts Related,Arts Related,White,Female,3.50 - 4.00,202020,2020,Cum Laude,,,,,,,Stratos Wealth Partners,2,,Key Private Bank,0,seeking employment,,,,
1,Marketing,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Business Analytics,No Minor,White,Female,3.00 - 3.49,202020,2020,0,Philadephia,Accenture,Analytics Consulting Information Technology,,,,BlueSnap,2,,C+R Research,3,accepted fulltime job,Yes,No,71500,PA
1,Human Capital Mgmt& Leadership,none,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,Language,Language,White,Female,3.50 - 4.00,202120,2021,Magna Cum Laude,Akron,PepsiCo,General Management Marketing / Sales,,,,PepsiCo,1,,,1,accepted fulltime job,Yes,Yes,65000,OH
1,Finance,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,3.00 - 3.49,201910,2019,0,Chicago,Aon,Finance,,,,Stifet,2,,Asset Consulting Group,2,accepted fulltime job,Yes,Yes,62500,IL
2,Finance,Supply Chain & Operations Mgmt,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,No Minor,No Minor,Hispanic/Latino,Male,3.50 - 4.00,202120,2021,Cum Laude,McLean,Capital One,Finance,,,,FNBC Bank & Trust,2,,Capital One,2,accepted fulltime job,Yes,Yes,77000,VA
1,Management and Leadership,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,3.00 - 3.49,202110,2021,0,,,,Law School,Cleveland State University,,,0,,,0,continuing education,,,,
1,Marketing,none,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,No Minor,No Minor,White,Female,3.00 - 3.49,202010,2020,0,,,,,,,,,,,,,,,,
1,Marketing,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,3.00 - 3.49,201920,2019,0,Chicago,The Hershey Company,Marketing / Sales,,,,Miami University Athletics,2,,Home Depot,2,accepted fulltime job,Yes,Yes,42000,IL
1,Marketing,none,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Economics,Arts Related,White,Female,3.50 - 4.00,202120,2021,Cum Laude,Columbus,Face Forward Asthetics,,,,,Express,3,,,2,accepted fulltime job,Yes,Yes,46000,OH
1,Marketing,none,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Arts Related,Arts Related,Hispanic/Latino,Female,3.00 - 3.49,201920,2019,0,,,,,,,Miami UCM,1,,,1,seeking employment,,,,
1,Human Capital Mgmt& Leadership,none,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No Minor,No Minor,White,Male,3.00 - 3.49,202020,2020,0,Chicago,Oracle Netsuite,Information Technology Marketing / Sales,,,,OneMagnify,2,,OneMagnify,3,accepted fulltime job,Yes,Yes,55000,IL
1,Supply Chain & Operations Mgmt,none,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,3.00 - 3.49,202120,2021,0,Louisville,DHL Supply Chain,,,,Integrity Express Logistics,,1,1,,1,accepted fulltime job,Yes,No,55000,Kentucky
1,Marketing,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Interactive Media Studies,No Minor,White,Female,3.00 - 3.49,202120,2021,0,Westlake,Hyland Software,,,,,Modgility,2,,Hyland,2,accepted fulltime job,Yes,Yes,44000,OH
1,Marketing,none,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Female,3.00 - 3.49,202120,2021,0,,,,Social Media Graduate Certificate,University of Florida,,CancerFree KIDS,2,,Coney Island Amusement Park,0,seeking continuing education,,,,
1,Accountancy,none,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,Information Systems,Information Systems,White,Male,3.50 - 4.00,202120,2021,Magna Cum Laude,Chicago,EY,Accounting,,,,Underwriters Laboratories,2,,EY,1,accepted fulltime job,Yes,Yes,62000,IL
1,Finance,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Business Analytics,No Minor,White,Male,3.00 - 3.49,202120,2021,0,Columbus,Amazon Web Services,Analytics Finance General Management,,,,Cheryl's Cookies,2,,Amazon Web Services,1,accepted fulltime job,Yes,Yes,50960,OH
1,Business Economics,none,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,Marketing,Marketing,White,Female,3.50 - 4.00,202120,2021,Magna Cum Laude,Columbus,Lower,,,,,,2,,,,accepted fulltime job,Yes,Yes,40000,OH
1,Marketing,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,Hispanic/Latino,Male,3.00 - 3.49,202120,2021,0,,,,,,,,0,,,0,seeking employment,,,,
1,Finance,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,Asian,Male,3.00 - 3.49,201920,2019,0,,,,,,,,0,,,0,seeking employment,,,,
1,Business Analytics,none,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,No Minor,No Minor,White,Male,3.50 - 4.00,202110,2021,Magna Cum Laude,St. Louis,Summersalt,Green Man Twist,,,MOZAY,,2,3,,6,accepted fulltime job,Yes,Yes,60000,MO
1,Marketing,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Humanities,No Minor,White,Female,3.00 - 3.49,201920,2019,0,,,,,,,"The Lacek Group (Minneapolis, MN)",1,,,0,seeking employment,,,,
1,Finance,none,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,No Minor,No Minor,White,Male,3.50 - 4.00,202120,2021,Cum Laude,Chicago,BearingPoint,Consulting,,,,Fund Evaluation Group,3,The Bright Network,JPMorgan Chase & Co.,4,accepted fulltime job,Yes,Yes,70000,IL
1,Marketing,none,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,Mangement and Leadership,Mangement and Leadership,White,Female,3.50 - 4.00,202020,2020,Cum Laude,Ft. Myers,Gartner,Marketing / Sales,,Youngstown State University,,Gartner,1,,,1,accepted fulltime job,Yes,No,65000,FL
1,Finance,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Female,3.00 - 3.49,202020,2020,0,,,,,,,"Cathy R. Cook, Attorney at Law",1,,,,,,,,
1,Accountancy,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Information Security,No Minor,White,Male,3.00 - 3.49,202020,2020,0,,Sherwin-Williams,Accounting,,,,Weber Clark Ltd.,3,ProMedica Health Systems,ProMedica Healthy Systems,2,accepted fulltime job,Yes,Yes,52250,
1,Finance,none,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,No Minor,No Minor,Multi Racial,Male,3.50 - 4.00,202020,2020,Cum Laude,Cincinnati,GE Aviation,Accounting Finance,,,,GE Healthcare,2,,GE Aviation,1,accepted fulltime job,Yes,Yes,67000,OH
1,Marketing,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,3.00 - 3.49,201920,2019,0,Chicago,Arrive Logistics,Marketing / Sales,,,,Arrive Logistics,1,,,3,accepted fulltime job,Yes,Yes,45000,IL
1,Marketing,none,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,Arts Related,Arts Related,White,Female,3.50 - 4.00,202120,2021,Magna Cum Laude,Chicago,VMLY&R Commerce,,,,Cheryl's Cookies,,2,2,,2,accepted fulltime job,Yes,Yes,52000,Illinois
1,Management and Leadership,none,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,Entrepreneurship,Entrepreneurship,Multi Racial,Female,3.50 - 4.00,201920,2019,0,Columbus,Zandaland,,,,,Cedar Point Amusement Park,1,,,0,accepted fulltime job,,,,OH
1,Finance,none,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,Accountancy,Accountancy,White,Male,3.50 - 4.00,202120,2021,Magna Cum Laude,Providence,Textron,Accounting Finance,,,,Uline,2,,Textron,5,accepted fulltime job,Yes,Yes,65000,RI
1,Supply Chain & Operations Mgmt,none,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,2.50 - 2.99,202120,2021,0,Chicago,McAdam Financial,Finance,,,,,0,,,3,accepted fulltime job,No,Yes,60000,IL
1,Marketing,none,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,No Minor,No Minor,White,Female,3.50 - 4.00,202120,2021,Cum Laude,,,,SLAM,Miami University,,,,,,,continuing education,,,,
1,Finance,none,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,No Minor,No Minor,Multi Racial,Female,3.00 - 3.49,202020,2020,0,,,,,,,Fleet Response,2,,Lawn Control Center,,,,,,
1,Marketing,none,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Business Analytics,Business Analytics,White,Female,3.50 - 4.00,202020,2020,Magna Cum Laude,Chicago,Synchrony Financial,Analytics,,,Synchrony Financial,The Borgen Project,4,Town of Concord,Community Root,1,accepted fulltime job,Yes,Yes,72000,IL
1,Marketing,none,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Arts Related,Arts Related,Hispanic/Latino,Female,2.50 - 2.99,201920,2019,0,Chicago,Groupon,,,,,Mobile Agent Now,1,,,,accepted fulltime job,,,35000,IL
1,Finance,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,3.00 - 3.49,201920,2019,0,Washington,Nestle,,,,,Nestle,2,,Northwestern Mutual,1,accepted fulltime job,Yes,,59000,DC
1,Finance,none,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Supply Chain Management,No Minor,Asian,Male,3.00 - 3.49,202010,2020,0,Irvine,N/A,Entrepreneur/founder,,,,,0,,,0,accepted fulltime job,Yes,Yes,,CA
1,Marketing,none,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,Non-Resident Alien,Female,2.50 - 2.99,201910,2019,0,,,,,,,,,,,,,,,,
1,Finance,none,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No Minor,No Minor,Non-Resident Alien,Male,3.50 - 4.00,202020,2020,Summa Cum Laude,,,,,,,EY,3,Prudential (Hong Kong),Bank of China,,,,,,
1,Finance,none,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,No Minor,No Minor,Non-Resident Alien,Male,3.50 - 4.00,202120,2021,Cum Laude,,,,,,,,,,,,,,,,
1,Finance,none,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Math/Stat,No Minor,Non-Resident Alien,Female,3.00 - 3.49,202120,2021,0,,,,Master of Science in Business Analytics,Northeastern University,,Yeastech,2,,HedgeSPA,0,continuing education,,,,
1,Information Systems,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arts Related,No Minor,Non-Resident Alien,Female,3.00 - 3.49,201920,2019,0,,,,,The University of Melbourne,,,,,,,continuing education,,,,
1,Finance,none,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,No Minor,No Minor,Non-Resident Alien,Female,3.50 - 4.00,201920,2019,Cum Laude,na,na,,Marketing,NYU,,CITICS Security,2,,Semens,na,continuing education,No,,,na
1,Marketing,none,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,Non-Resident Alien,Male,2.50 - 2.99,201915,2019,0,,,,,,,,,,,,,,,,
1,Accountancy,none,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,No Minor,No Minor,Asian,Female,3.00 - 3.49,202115,2021,0,,,,,,,,2,,,,continuing education,,,,
1,Accountancy,none,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,No Minor,No Minor,Asian,Female,3.00 - 3.49,202115,2021,0,,,,,,,Shengjing Bank Limited,2,,Sunshine Financials,0,seeking continuing education,,,,
1,Accountancy,none,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,No Minor,No Minor,Non-Resident Alien,Female,3.50 - 4.00,202110,2021,Cum Laude,,,,,,,Tianqing accounting firm,1,,,0,seeking employment,,,,
1,Finance,none,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,Non-Resident Alien,Female,2.50 - 2.99,202120,2021,0,,,,Master of data analyst,Boston University,,,0,,,2,continuing education,,,,
1,Marketing,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,Non-Resident Alien,Female,2.50 - 2.99,202120,2021,0,,,,,University of Pittsburgh,,,2,,,,continuing education,,,,
1,Finance,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,Non-Resident Alien,Male,2.00 - 2.49,202010,2020,0,,,,,,,,,,,,,,,,
2,Finance,Supply Chain & Operations Mgmt,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No Minor,No Minor,Non-Resident Alien,Male,3.00 - 3.49,201910,2019,0,,,,,,,,,,,,,,,,
1,Accountancy,none,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,Non-Resident Alien,Female,3.00 - 3.49,202010,2020,0,,,,,,,,,,,,,,,,
1,Finance,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,Non-Resident Alien,Female,3.00 - 3.49,201910,2019,0,,,,,,,,,,,,,,,,
1,Finance,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,Non-Resident Alien,Female,3.00 - 3.49,202030,2020,0,,,,,,,,,,,,,,,,
1,Accountancy,none,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,Non-Resident Alien,Male,3.00 - 3.49,201920,2019,0,,,,,,,,,,,,seeking employment,,,,
1,Finance,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,Asian,Male,2.00 - 2.49,201910,2019,0,,,,,,,,,,,,,,,,
1,Accountancy,none,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,No Minor,No Minor,Non-Resident Alien,Male,3.50 - 4.00,201920,2019,Summa Cum Laude,,,,Master of Accounting Science,University of Illinois Urbana-Champaign,,Bianlifeng,2,,SG Mobile,,continuing education,,,,
1,Accountancy,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,Non-Resident Alien,Male,3.00 - 3.49,202120,2021,0,,,,Master of Accountancy,University of Miami,,Ernst&Young,1,,,0,continuing education,,,,
