"","nmajor","major1","BBRJ","Business Direct Admit","Combined Bacc and Masters","Dean's List","First Generation College Stdnt","FSB Scholars","Honors Program","President's List","Study Abroad Courtesy Account","Transfer Work (Pre-Banner)","UniversityHonors w/Distinction","minor1","minor2","IPEDS.Race.Ethnicity","Gender","GPA.Range","year.x","latin_honors","survey_city","survey_company","survey_deptfunc","survey_gradprogram","survey_gradschool","survey_internships","survey_offers","survey_plans","survey_pref_field","survey_pref_loc","survey_salary","double_major"
"1",1,"Marketing",0,1,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","Hispanic/Latino","Male","2.00 - 2.49",2020,"0",NA,NA,NA,NA,NA,NA,NA,"seeking continuing education",NA,NA,NA,"No Double Major"
"2",1,"Finance",0,1,0,0,0,0,0,0,0,0,0,"Business Legal Studies","No Minor","White","Male","3.00 - 3.49",2019,"0","Toledo","BAM Nutual","Finance",NA,NA,"0","0","accepted fulltime job","Yes","Yes",NA,"No Double Major"
"3",1,"Marketing",0,1,0,1,0,0,0,0,0,0,0,"Humanities","Humanities","Asian","Female","3.50 - 4.00",2021,"0","Columbus","CoHatch","General Management",NA,NA,"2","1","accepted fulltime job","Yes","Yes",40000,"No Double Major"
"4",1,"Finance",0,1,0,0,1,0,0,0,0,0,0,"Accountancy","Accountancy","White","Male","3.00 - 3.49",2020,"0",NA,"PwC",NA,NA,NA,"2",NA,"accepted fulltime job",NA,NA,NA,"No Double Major"
"5",1,"Marketing",0,1,0,1,0,0,0,0,0,0,0,"Supply Chain Management","Supply Chain Management","White","Male","3.00 - 3.49",2019,"0","Columbus","Abercrombie & Fitch","General Management",NA,NA,"2","1","accepted fulltime job","Yes","Yes",63500,"No Double Major"
"6",1,"Marketing",0,1,0,0,0,0,0,0,0,1,0,"Humanities","Humanities","White","Female","3.00 - 3.49",2020,"0","Cleveland","McDonald's","Consulting Marketing / Sales Operations / Procurement",NA,NA,"4","4","accepted fulltime job","Yes","Yes",68000,"No Double Major"
"7",1,"Finance",0,1,0,0,0,0,0,0,0,0,0,"Economics","No Minor","White","Female","3.50 - 4.00",2019,"Cum Laude","Chicago","Ernst & Young","Analytics

 Consulting",NA,NA,"3","1","accepted fulltime job","Yes","Yes",58000,"No Double Major"
"8",1,"Accountancy",0,1,0,1,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","3.50 - 4.00",2021,"Cum Laude","Cleveland","EY","Accounting",NA,NA,"3","1","accepted fulltime job","Yes","Yes",53000,"No Double Major"
"9",1,"Finance",0,1,0,0,0,0,1,0,0,0,0,"Accountancy","Accountancy","White","Female","3.50 - 4.00",2019,"Summa Cum Laude","New York City","JP Morgan",NA,NA,NA,NA,NA,"accepted fulltime job","Yes","Yes",85000,"No Double Major"
"10",1,"Supply Chain & Operations Mgmt",0,1,0,1,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","3.00 - 3.49",2020,"0","Augusta","Textron Specialized Vehicles","Operations / Procurement",NA,NA,"1","1","accepted fulltime job","Yes","Yes",58000,"No Double Major"
"11",1,"Accountancy",0,1,1,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Female","3.00 - 3.49",2021,"0","Chicago","EY","Accounting",NA,NA,"1","1","accepted fulltime job","Yes","Yes",62000,"No Double Major"
"12",1,"Marketing",0,0,0,0,0,0,0,0,0,0,0,"Entrepreneurship","No Minor","White","Male","3.00 - 3.49",2019,"0","Los Angeles",NA,NA,NA,NA,"2","1","seeking employment",NA,NA,NA,"No Double Major"
"13",1,"Business Economics",0,0,0,0,1,0,0,0,0,0,0,"Entrepreneurship","No Minor","Unknown","Female","3.50 - 4.00",2020,"Cum Laude",NA,NA,NA,NA,NA,"2","1","seeking employment",NA,NA,NA,"No Double Major"
"14",1,"Accountancy",0,1,0,1,0,0,0,0,0,1,0,"No Minor","No Minor","Unknown","Female","3.50 - 4.00",2021,"Cum Laude","Chicago","KPMG",NA,NA,NA,"1","1","accepted fulltime job",NA,NA,NA,"No Double Major"
"15",1,"Marketing",1,1,0,0,0,0,0,0,0,1,0,"No Minor","No Minor","White","Female","2.50 - 2.99",2020,"0",NA,"Duff & Phelps",NA,NA,NA,NA,NA,"accepted fulltime job",NA,NA,NA,"No Double Major"
"16",1,"Marketing",0,1,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","Non-Resident Alien","Male","2.00 - 2.49",2019,"0",NA,NA,NA,NA,NA,"2","1","seeking employment",NA,NA,NA,"No Double Major"
"17",1,"Finance",0,1,0,0,1,0,0,0,0,0,0,"Interactive Media Studies","Interactive Media Studies","Black or African American","Male","3.00 - 3.49",2019,"0","Witchita","Textron","Accounting",NA,NA,"1","1","accepted fulltime job","Yes","Yes",63000,"No Double Major"
"18",1,"Finance",0,1,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","3.00 - 3.49",2019,"0","new york",NA,"Consulting",NA,NA,"0","0","accepted fulltime job","Yes","Yes",NA,"No Double Major"
"19",1,"Accountancy",0,1,1,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","3.00 - 3.49",2020,"0","Chicago","Deloitte",NA,"MAcc",NA,"1",NA,"accepted fulltime job",NA,NA,62000,"No Double Major"
"20",1,"Marketing",0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Female","3.00 - 3.49",2020,"0","Minneapolis","E. & J. Gallo Winery","Marketing / Sales",NA,NA,"1","2","accepted fulltime job","Yes","Yes",50000,"No Double Major"
"21",1,"Marketing",0,1,0,0,1,0,0,0,0,0,0,"No Minor","No Minor","White","Male","2.00 - 2.49",2019,"0","Oxford","Asset Campus Housing","Marketing / Sales",NA,NA,"2","2","accepted fulltime job","Yes","Yes",29000,"No Double Major"
"22",1,"Finance",1,1,0,0,1,0,0,1,0,0,0,"Business Analytics","Business Analytics","White","Male","3.50 - 4.00",2020,"Magna Cum Laude",NA,NA,NA,NA,"Canisius College","2","0","continuing education",NA,NA,NA,"No Double Major"
"23",1,"Marketing",0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Female","3.50 - 4.00",2019,"Magna Cum Laude","Chicago","Uber",NA,NA,NA,"3",NA,"accepted fulltime job",NA,NA,53000,"No Double Major"
"24",1,"Management and Leadership",0,1,0,0,0,0,0,0,0,0,0,"Humanities","No Minor","White","Female","3.00 - 3.49",2020,"0","Lincolnshire","Alight Solutions","Human Resources",NA,NA,"2","1","accepted fulltime job","No","Yes",53000,"No Double Major"
"25",1,"Finance",0,1,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","3.00 - 3.49",2021,"0","Charlotte","Vanguard","Finance",NA,NA,"4","1","accepted fulltime job","Yes","Yes",56000,"No Double Major"
"26",1,"Human Capital Mgmt& Leadership",0,1,0,0,1,0,0,0,0,0,0,"No Minor","No Minor","Multi Racial","Female","3.00 - 3.49",2021,"0",NA,NA,NA,NA,NA,"0","0","seeking employment",NA,NA,NA,"No Double Major"
"27",1,"Finance",0,1,0,0,0,0,0,0,0,1,0,"Business Analytics","Business Analytics","White","Male","3.00 - 3.49",2019,"0","Buffalo","M&T Bank",NA,NA,NA,"1","1","accepted fulltime job","Yes",NA,55000,"No Double Major"
"28",1,"Finance",0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","3.00 - 3.49",2021,"0","Columbus","KPMG","Consulting",NA,NA,"3","2","accepted fulltime job","Yes","Yes",60000,"No Double Major"
"29",1,"Marketing",0,1,0,1,0,0,1,0,0,0,0,"No Minor","No Minor","White","Female","3.50 - 4.00",2021,"Magna Cum Laude","Atlanta","The Home Depot",NA,NA,NA,"2","2","accepted fulltime job","Yes","Yes",65000,"No Double Major"
"30",1,"Finance",1,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","2.50 - 2.99",2020,"0",NA,NA,NA,NA,NA,"2","3","other",NA,NA,NA,"No Double Major"
"31",1,"Finance",1,1,0,0,0,0,0,0,0,0,0,"Humanities","Humanities","White","Female","2.50 - 2.99",2021,"0","Covington","Fidelity Investments",NA,NA,NA,"3",NA,"accepted fulltime job",NA,NA,45000,"No Double Major"
"32",1,"Accountancy",0,1,1,1,0,0,0,0,0,0,0,"Humanities","Humanities","White","Female","3.00 - 3.49",2021,"0","Dallas","RSM","Accounting",NA,NA,"1","1","accepted fulltime job","Yes","Yes",59000,"No Double Major"
"33",1,"Accountancy",0,0,0,0,0,0,0,1,0,0,0,"Marketing","No Minor","White","Female","3.50 - 4.00",2019,"Magna Cum Laude","Cleveland","Ernst and Young","Accounting",NA,NA,"1","1","accepted fulltime job","Yes","Yes",51000,"No Double Major"
"34",1,"Marketing",0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Female","2.50 - 2.99",2019,"0","Chicago","The Chamberlain Group","Marketing / Sales",NA,NA,"2","3","accepted fulltime job","Yes","Yes",54000,"No Double Major"
"35",1,"Finance",0,0,0,0,0,0,0,0,0,0,0,"Humanities","No Minor","White","Female","3.00 - 3.49",2021,"0",NA,NA,NA,NA,NA,"0","0","seeking employment",NA,NA,NA,"No Double Major"
"36",1,"Marketing",0,1,0,0,1,0,0,0,0,0,0,"Humanities","Humanities","Multi Racial","Female","3.50 - 4.00",2020,"Cum Laude",NA,NA,NA,NA,NA,"1","0","seeking employment",NA,NA,NA,"No Double Major"
"37",1,"Marketing",1,1,0,1,0,0,0,0,0,1,0,"No Minor","No Minor","White","Female","3.00 - 3.49",2019,"0","Columbus","Abercrombie & Fitch","Marketing / Sales",NA,NA,"1","1","accepted fulltime job","Yes","No",62500,"No Double Major"
"38",1,"Management and Leadership",0,1,0,0,0,0,1,1,0,1,1,"Language","Language","White","Female","3.50 - 4.00",2019,"Summa Cum Laude","Washington","World Health Organization",NA,"Doctor of Medicine","Harvard Medical School",NA,NA,"continuing education",NA,NA,NA,"No Double Major"
"39",1,"Supply Chain & Operations Mgmt",0,1,0,0,0,0,0,0,0,0,0,"Arts Related","No Minor","White","Male","2.50 - 2.99",2021,"0",NA,NA,NA,"Masters of Science in Business Analytics","Miami University","2","3","continuing education",NA,NA,NA,"No Double Major"
"40",1,"Marketing",0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Female","3.00 - 3.49",2021,"0",NA,NA,NA,NA,NA,"2","0","seeking employment",NA,NA,NA,"No Double Major"
"41",1,"Marketing",0,1,0,0,0,0,0,0,0,0,0,"Business Analytics","Interactive Media Studies","White","Female","3.00 - 3.49",2019,"0","Chicago","CVS Health","Accounting

 Finance",NA,NA,"2","2","accepted fulltime job","Yes","Yes",54000,"No Double Major"
"42",1,"Business Economics",0,1,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","3.00 - 3.49",2020,"0",NA,"John Deere",NA,NA,NA,"2","0","accepted fulltime job",NA,NA,NA,"No Double Major"
"43",1,"Finance",0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","3.00 - 3.49",2020,"0",NA,"KeyBanc Capital Markets",NA,NA,NA,"3",NA,"accepted fulltime job",NA,NA,75000,"No Double Major"
"44",1,"Finance",0,1,0,0,0,0,0,0,0,0,0,"Engineering/Science","No Minor","White","Male","3.00 - 3.49",2021,"0","Chicago","CIBC",NA,NA,NA,"1","2","accepted fulltime job","Yes","Yes",60000,"No Double Major"
"45",1,"Supply Chain & Operations Mgmt",0,1,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","3.00 - 3.49",2021,"0","Las Vegas","Cintas",NA,NA,NA,"2","2","accepted fulltime job","Yes","Yes",50000,"No Double Major"
"46",1,"Finance",0,1,0,0,0,0,0,0,0,0,0,"Accountancy","No Minor","White","Female","3.00 - 3.49",2020,"0","Indianapolis","Cummins, Inc.","Finance",NA,NA,"1","1","accepted fulltime job","Yes","Yes",60000,"No Double Major"
"47",2,"Business Economics",0,1,0,1,0,0,1,0,0,0,0,"Language","Language","White","Female","3.50 - 4.00",2019,"Magna Cum Laude","Cleveland","Insight2Profit","Analytics

 Consulting",NA,NA,"0","1","accepted fulltime job","Yes","Yes",58000,"Double Major"
"48",1,"Finance",0,1,0,0,1,0,0,0,0,0,0,"Supply Chain Management","Supply Chain Management","White","Male","3.00 - 3.49",2020,"0",NA,NA,NA,NA,NA,"1","0","seeking employment",NA,NA,NA,"No Double Major"
"49",1,"Marketing",0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","American Indian or Alaska Native","Female","3.00 - 3.49",2019,"0","Chicago","Coyote Logistics","Marketing / Sales",NA,NA,"1","1","accepted fulltime job","Yes","Yes",40000,"No Double Major"
"50",1,"Marketing",0,1,0,0,1,0,0,0,0,0,0,"No Minor","No Minor","White","Female","3.00 - 3.49",2020,"0",NA,NA,NA,NA,NA,"3","1","seeking employment",NA,NA,NA,"No Double Major"
"51",1,"Marketing",0,1,0,0,0,0,0,0,0,0,0,"Mangement and Leadership","Mangement and Leadership","Hispanic/Latino","Female","3.50 - 4.00",2021,"Cum Laude",NA,NA,NA,NA,NA,"2","4","seeking employment",NA,NA,NA,"No Double Major"
"52",1,"Accountancy",0,1,1,0,0,0,1,0,0,0,0,"No Minor","No Minor","White","Male","3.50 - 4.00",2019,"Cum Laude","Milwaukee","Deloitte","Accounting",NA,NA,"2","1","accepted fulltime job","Yes","Yes",53000,"No Double Major"
"53",1,"Marketing",0,1,0,0,0,0,0,0,0,1,0,"No Minor","No Minor","White","Male","3.00 - 3.49",2021,"0","boston","Fairway Mortgage","Finance Marketing / Sales",NA,NA,"2","2","accepted fulltime job","Yes","Yes",45000,"No Double Major"
"54",1,"Supply Chain & Operations Mgmt",0,0,0,0,0,0,0,0,0,0,0,"Business Analytics","No Minor","White","Male","3.00 - 3.49",2019,"0","Detroit","General Motors","Analytics

 Logistics / Supply Chain

 Operations / Procurement",NA,NA,"2","3","accepted fulltime job","Yes","Yes",75000,"No Double Major"
"55",2,"Accountancy",0,1,0,0,0,0,0,0,0,1,0,"No Minor","No Minor","White","Male","3.00 - 3.49",2021,"0","Denver","PwC",NA,NA,NA,"2","2","accepted fulltime job","Yes","Yes",55000,"Double Major"
"56",1,"Marketing",0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","Hispanic/Latino","Male","3.00 - 3.49",2021,"0",NA,NA,NA,NA,NA,"1",NA,"seeking employment",NA,NA,NA,"No Double Major"
"57",1,"Marketing",1,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","3.50 - 4.00",2020,"Cum Laude","Columbus","JP Morgan Chase",NA,NA,NA,"2",NA,"accepted fulltime job",NA,NA,59000,"No Double Major"
"58",1,"Finance",0,1,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","Hispanic/Latino","Male","2.50 - 2.99",2020,"0","Durham","Nutanix",NA,NA,NA,"1",NA,"accepted fulltime job",NA,NA,NA,"No Double Major"
"59",1,"Finance",0,1,0,0,0,1,0,0,0,0,0,"Economics","Economics","Hispanic/Latino","Male","3.00 - 3.49",2021,"0",NA,NA,NA,NA,NA,"3","0","seeking employment",NA,NA,NA,"No Double Major"
"60",1,"Marketing",0,1,0,0,0,0,0,0,0,0,0,"Interactive Media Studies","No Minor","Black or African American","Male","3.00 - 3.49",2019,"0","Chicago","Publicis Sapient","Marketing/Sales",NA,NA,"3","4","accepted fulltime job","No","Yes",50000,"No Double Major"
"61",1,"Marketing",0,1,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","Hispanic/Latino","Female","3.00 - 3.49",2019,"0",NA,NA,NA,NA,NA,"0","0","seeking employment",NA,NA,NA,"No Double Major"
"62",1,"Finance",0,1,0,0,0,0,0,1,0,0,0,"Business Analytics","Business Analytics","White","Female","3.50 - 4.00",2020,"Summa Cum Laude","Cincinnati","Fifth Third Bank","Analytics",NA,NA,"2","3","accepted fulltime job","Yes","Yes",90000,"No Double Major"
"63",1,"Supply Chain & Operations Mgmt",0,1,0,1,0,0,0,0,1,1,0,"Language","Language","White","Female","3.50 - 4.00",2021,"Cum Laude","Chicago","McDonald's Corporation","Logistics / Supply Chain",NA,NA,"2","2","accepted fulltime job","Yes","Yes",64500,"No Double Major"
"64",1,"Finance",0,1,0,0,0,0,1,0,0,0,0,"Accountancy","Accountancy","White","Female","3.50 - 4.00",2021,"Magna Cum Laude","Chicago","RSM","Accounting Consulting Finance",NA,NA,"2","2","accepted fulltime job","Yes","Yes",66200,"No Double Major"
"65",1,"Information Systems",0,1,0,0,0,0,0,1,0,0,0,"Language","Language","White","Female","3.50 - 4.00",2019,"Summa Cum Laude","Cincinnati","GE Aviation","Information Technology",NA,NA,"4","2","accepted fulltime job","Yes","Yes",82000,"No Double Major"
"66",1,"Supply Chain & Operations Mgmt",1,0,0,0,0,0,0,0,0,0,0,"Language","No Minor","White","Female","3.00 - 3.49",2020,"0",NA,NA,NA,NA,NA,"2","2","seeking employment",NA,NA,NA,"No Double Major"
"67",1,"Supply Chain & Operations Mgmt",0,1,0,0,0,0,0,0,0,0,0,"Information Security","No Minor","White","Male","3.50 - 4.00",2020,"Cum Laude","Columbus","KPMG","Consulting IT Assurance / IT Audit Information Technology",NA,NA,"3","2","accepted fulltime job","Yes","Yes",65000,"No Double Major"
"68",1,"Marketing",0,1,0,0,0,1,0,0,0,0,0,"Language","Language","Black or African American","Female","2.50 - 2.99",2020,"0",NA,NA,NA,NA,NA,"3","0","seeking employment",NA,NA,NA,"No Double Major"
"69",1,"Marketing",0,1,0,1,0,0,0,0,0,0,0,"International Business","International Business","White","Male","3.00 - 3.49",2021,"0","Cincinnati","G3 Marketing",NA,NA,NA,"2","2","accepted fulltime job",NA,NA,40000,"No Double Major"
"70",1,"Marketing",0,1,0,0,0,0,0,0,0,0,0,"Mangement and Leadership","No Minor","White","Female","3.00 - 3.49",2020,"0","Cincinnati","Target",NA,NA,NA,"2",NA,"accepted fulltime job",NA,NA,64000,"No Double Major"
"71",1,"Marketing",0,1,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","3.00 - 3.49",2019,"0","Chicago","SThree","Human Resources

 Marketing / Sales",NA,NA,"1","3","accepted fulltime job","Yes","Yes",40000,"No Double Major"
"72",1,"Supply Chain & Operations Mgmt",0,1,0,0,0,0,0,0,0,0,0,"Business Analytics","No Minor","White","Male","3.50 - 4.00",2020,"Magna Cum Laude","Dallas","DHL","Analytics General Management Logistics / Supply Chain Operations / Procurement",NA,NA,"3","1","accepted fulltime job","Yes","Yes",52500,"No Double Major"
"73",1,"Finance",0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","3.00 - 3.49",2020,"0","Columbus","TQL","Marketing / Sales",NA,NA,"1","1","accepted fulltime job","No","Yes",NA,"No Double Major"
"74",1,"Marketing",0,1,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","Asian","Male","3.00 - 3.49",2021,"0",NA,NA,NA,NA,NA,"3",NA,"accepted fulltime job",NA,NA,NA,"No Double Major"
"75",1,"Marketing",0,1,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Female","3.50 - 4.00",2019,"Cum Laude","Indianpolis","PFL - Orr Fellowship","Marketing / Sales",NA,NA,"2","1","accepted fulltime job","Yes","Yes",50000,"No Double Major"
"76",1,"Accountancy",0,1,1,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Female","3.50 - 4.00",2019,"Cum Laude","Columbus","Nationwide","Accounting

 Finance",NA,NA,"1","1","accepted fulltime job","Yes","Yes",67500,"No Double Major"
"77",1,"Finance",0,1,0,0,0,0,0,0,0,0,0,"Marketing","No Minor","White","Female","3.00 - 3.49",2019,"0","Columbus","Clearsulting","Consulting",NA,NA,"1","4","accepted fulltime job","Yes","Yes",50000,"No Double Major"
"78",2,"Accountancy",0,0,0,0,0,0,0,0,0,0,0,"Information Systems","Math/Stat","White","Male","3.50 - 4.00",2020,"Cum Laude","Cincinnati","Deloitte","Accounting Finance",NA,NA,"1","0","accepted fulltime job","Yes","Yes",52000,"Double Major"
"79",2,"Management and Leadership",0,1,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","3.00 - 3.49",2021,"0","Minneapolis","Medtronic","E&J Gallo",NA,NA,"4","1","accepted fulltime job","Yes","Yes",60500,"Double Major"
"80",1,"Finance",0,1,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","2.50 - 2.99",2021,"0",NA,NA,NA,NA,NA,"1",NA,"accepted fulltime job",NA,NA,NA,"No Double Major"
"81",1,"Marketing",0,1,0,0,0,0,0,0,0,0,0,"Language","No Minor","White","Female","3.00 - 3.49",2019,"0",NA,NA,NA,NA,NA,"1","0","seeking employment",NA,NA,NA,"No Double Major"
"82",1,"Human Capital Mgmt& Leadership",0,0,0,1,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","3.50 - 4.00",2021,"Cum Laude","Columbus","Huntington National Bank","Human Resources",NA,NA,"2","1","accepted fulltime job","Yes","Yes",53000,"No Double Major"
"83",2,"Accountancy",0,1,0,1,0,0,1,0,0,0,0,"No Minor","No Minor","Black or African American","Male","3.50 - 4.00",2020,"Cum Laude","Seattle","Microsoft","Accounting Finance",NA,NA,"2","4","accepted fulltime job","Yes","Yes",85000,"Double Major"
"84",1,"Accountancy",0,0,0,1,0,0,0,0,0,0,0,"Mangement and Leadership","No Minor","White","Female","3.50 - 4.00",2021,"Magna Cum Laude","Cincinnati","EY","Accounting",NA,NA,"1","1","accepted fulltime job","Yes","Yes",53000,"No Double Major"
"85",1,"Marketing",0,1,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","Asian","Female","2.00 - 2.49",2019,"0",NA,NA,NA,NA,NA,"1","0","seeking employment",NA,NA,NA,"No Double Major"
"86",1,"Business Economics",0,1,0,0,0,0,0,0,0,0,0,"Political Science","No Minor","White","Male","2.00 - 2.49",2020,"0","Washington D.C","Booz Allen Hamilton","Consulting",NA,NA,"2","0","accepted fulltime job","Yes","Yes",61700,"No Double Major"
"87",1,"Marketing",0,1,0,0,0,0,0,0,1,1,0,"No Minor","No Minor","White","Female","3.00 - 3.49",2021,"0","Chicago","Coyote Logistics","Marketing / Sales",NA,NA,"1","1","accepted fulltime job","Yes","Yes",45000,"No Double Major"
"88",1,"Finance",0,1,0,0,0,0,0,1,0,0,0,"No Minor","No Minor","White","Male","3.50 - 4.00",2020,"Magna Cum Laude","Charlotte","Florida Panthers","Other: Professional Athletics",NA,NA,"0","10","accepted fulltime job","Yes","Yes",70000,"No Double Major"
"89",1,"Marketing",0,1,0,1,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","3.00 - 3.49",2019,"0","Chicago","OMD USA",NA,NA,NA,NA,NA,"accepted fulltime job",NA,NA,50000,"No Double Major"
"90",1,"Information Systems",0,1,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","3.00 - 3.49",2020,"0","Chicago","Origami Risk",NA,NA,NA,"2",NA,"accepted fulltime job",NA,NA,NA,"No Double Major"
"91",1,"Finance",0,1,0,0,0,0,0,0,0,0,0,"Business Analytics","No Minor","White","Male","3.00 - 3.49",2020,"0","Denver","Integro",NA,NA,NA,"1","0","accepted fulltime job",NA,NA,NA,"No Double Major"
"92",2,"Business Economics",0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","3.50 - 4.00",2021,"Cum Laude",NA,NA,NA,NA,NA,"1","1","seeking employment",NA,NA,NA,"Double Major"
"93",1,"Information Systems",0,1,0,0,1,0,0,0,0,0,0,"Mangement and Leadership","Mangement and Leadership","White","Male","3.00 - 3.49",2021,"0","Chicago","Peloton Consulting Group","Consulting Human Resources Information Technology",NA,NA,"1","2","accepted fulltime job","Yes","Yes",62000,"No Double Major"
"94",1,"Marketing",0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Female","3.50 - 4.00",2019,"Magna Cum Laude","Columbus","DHL","Marketing / Sales",NA,NA,"1","3","accepted fulltime job","Yes","Yes",40000,"No Double Major"
"95",1,"Supply Chain & Operations Mgmt",0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","3.00 - 3.49",2021,"0","Brooklyn Heights","North shore strapping","Logistics / Supply Chain Marketing / Sales",NA,NA,"0","2","accepted fulltime job","No","Yes",NA,"No Double Major"
"96",1,"Finance",0,1,0,0,0,0,0,0,1,1,0,"Political Science","Political Science","White","Male","3.00 - 3.49",2021,"0","New York","JP Morgan","Finance",NA,NA,"2","1","accepted fulltime job","Yes","Yes",84000,"No Double Major"
"97",1,"Marketing",0,0,0,0,0,0,0,0,1,0,0,"Interactive Media Studies","No Minor","White","Male","3.00 - 3.49",2019,"Cum Laude","San Francisco","SocialChorus","Marketing/Sales",NA,NA,"4",NA,"accepted fulltime job","No","Yes",NA,"No Double Major"
"98",1,"Finance",0,1,0,0,0,0,0,0,0,0,0,"Accountancy","No Minor","White","Male","3.50 - 4.00",2020,"Magna Cum Laude","Chicago","Prudential Private Capital","Finance",NA,NA,"3","3","accepted fulltime job","Yes","Yes",70000,"No Double Major"
"99",1,"Finance",1,1,0,0,0,0,0,0,0,0,0,"Interactive Media Studies","Interactive Media Studies","White","Female","3.50 - 4.00",2020,"Cum Laude","Chicago","Harrison Street","Finance",NA,NA,"2","3","accepted fulltime job","Yes","Yes",65000,"No Double Major"
"100",2,"Finance",0,1,0,0,0,0,1,0,0,0,0,"Business Analytics","Business Analytics","White","Female","3.00 - 3.49",2020,"0","Jersey city","Peloton Consulting Group","Consulting Information Technology",NA,NA,"1","1","accepted fulltime job","Yes","Yes",65000,"Double Major"
"101",1,"Marketing",0,1,0,0,0,0,0,0,0,0,0,"Humanities","No Minor","White","Male","2.50 - 2.99",2019,"0","Cincinnati","Total Quality Logistics",NA,NA,NA,NA,NA,"accepted fulltime job",NA,NA,35000,"No Double Major"
"102",1,"Marketing",0,1,0,0,0,0,0,0,0,0,0,"Supply Chain Management","No Minor","White","Female","3.00 - 3.49",2019,"0",NA,"LBrands","Logistics / Supply Chain",NA,NA,"2","3","accepted fulltime job","Yes","Yes",60000,"No Double Major"
"103",1,"Marketing",1,1,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","3.00 - 3.49",2020,"0","Cincinnati","GE Aviation","IT Assurance / IT Audit Information Technology Other: Development Program",NA,NA,"3","2","accepted fulltime job","Yes","Yes",80000,"No Double Major"
"104",1,"Accountancy",0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Female","3.00 - 3.49",2021,"0","Cincinnati","Protiviti",NA,NA,NA,NA,"0","accepted fulltime job","Yes","Yes",NA,"No Double Major"
"105",1,"Marketing",0,1,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Female","3.00 - 3.49",2021,"0","Burlington","Burlington Stores","Other: Fashion",NA,NA,"0","3","accepted fulltime job","Yes","Yes",58000,"No Double Major"
"106",1,"Business Analytics",0,0,0,1,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","3.00 - 3.49",2021,"0",NA,NA,NA,NA,NA,"1","0","seeking employment",NA,NA,NA,"No Double Major"
"107",1,"Finance",0,0,0,1,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","3.50 - 4.00",2021,"Cum Laude","Dublin","The Sygma Network",NA,NA,NA,"1","1","accepted fulltime job","Yes","Yes",60000,"No Double Major"
"108",1,"Supply Chain & Operations Mgmt",0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Female","2.50 - 2.99",2019,"0","Chicago","Load Delivered Logistics","Logistics / Supply Chain",NA,NA,"2","2","accepted fulltime job","Yes","Yes",40000,"No Double Major"
"109",1,"Marketing",0,1,0,0,0,0,0,0,0,0,0,"Arts Related","No Minor","White","Female","3.50 - 4.00",2020,"Cum Laude","Cincinnati","Delight Ministries",NA,NA,NA,"2",NA,"accepted fulltime job",NA,NA,NA,"No Double Major"
